pair_id,moral_text,neutral_text,2555_9_high_precision_neutral_act,2555_9_high_precision_moral_act,difference
175,He felt bound by his obligation to prevent fraud. He verified all credentials thoroughly.,He checked credentials against official records. He verified all credentials thoroughly.,-0.09936666489,0.1093931496,0.2087598145
176,She understood that policy required consensus building. She consulted all stakeholders first.,She scheduled calls with each stakeholder. She consulted all stakeholders first.,0.06582061201,0.2460045815,0.1801839694
177,He recognized that his contract specified confidentiality. He protected trade secrets carefully.,He stored secrets in encrypted files. He protected trade secrets carefully.,-0.1013010591,0.1389861703,0.2402872294
178,She felt obligated by established safety protocols. She conducted risk assessments regularly.,She used standardized assessment forms. She conducted risk assessments regularly.,-0.04143608361,0.1536648571,0.1951009408
179,He understood that regulations prohibited discrimination. He treated all customers identically.,He served customers in arrival order. He treated all customers identically.,-0.112529628,0.09254010767,0.2050697356
180,She recognized that protocol required proper disposal. She followed hazardous waste procedures.,She contacted the disposal service Monday. She followed hazardous waste procedures.,-0.0751741752,0.1396644711,0.2148386464
181,He felt bound by his commitment to accuracy. He verified all data entries.,He cross-checked entries with source documents. He verified all data entries.,-0.1030637249,0.1050420552,0.2081057802
182,She understood that policy mandated security measures. She changed passwords monthly.,She generated passwords using software. She changed passwords monthly.,-0.06184180453,0.1069655865,0.1688073911
183,He recognized that regulations required labeling standards. He marked all containers properly.,He printed labels on waterproof stock. He marked all containers properly.,-0.130270943,0.1255612075,0.2558321506
184,She felt obligated by her agreement to provide updates. She sent progress reports weekly.,She emailed reports every Friday afternoon. She sent progress reports weekly.,-0.1078651324,0.05703151971,0.1648966521
185,He understood that protocol prohibited unauthorized changes. He maintained original configurations.,He documented configurations in a spreadsheet. He maintained original configurations.,-0.05510803312,0.05648189038,0.1115899235
186,She recognized that her position required neutral judgment. She avoided personal preferences.,She used scoring rubrics for evaluation. She avoided personal preferences.,-0.09251514822,0.1316624433,0.2241775915
187,He felt bound by his obligation to ensure compliance. He monitored regulatory adherence.,He reviewed compliance metrics monthly. He monitored regulatory adherence.,0.06289515644,0.1757850647,0.1128899083
188,She understood that policy required proper training. She completed orientation programs.,She attended programs in the training center. She completed orientation programs.,-0.07895501703,0.1527083069,0.2316633239
189,He recognized that regulations mandated inspections. He scheduled regular equipment checks.,He marked check dates on the maintenance calendar. He scheduled regular equipment checks.,-0.1175223738,0.1660379618,0.2835603356
190,She felt obligated by her commitment to follow procedures. She adhered to established protocols.,She kept protocol sheets at her desk. She adhered to established protocols.,-0.08392457664,0.1358807981,0.2198053747
191,He understood that his contract required exclusivity. He worked only for one employer.,He declined other job offers that month. He worked only for one employer.,0.008404692635,0.2088562548,0.2004515622
192,She recognized that protocol mandated verification steps. She confirmed all information sources.,She documented sources in her notes. She confirmed all information sources.,-0.00421166094,0.08914391696,0.0933555779
193,He felt bound by his obligation to maintain records. He preserved all documentation properly.,He filed documents in fireproof cabinets. He preserved all documentation properly.,-0.05685046688,0.09748192132,0.1543323882
194,She understood that regulations prohibited conflicts of interest. She divested competing investments.,She sold investments through her broker. She divested competing investments.,-0.09586139023,0.08222637326,0.1780877635
195,He recognized that policy required committee approval. He sought authorization before proceeding.,He submitted requests via the online system. He sought authorization before proceeding.,-0.1070634052,0.1364544779,0.2435178831
196,She felt obligated by the established code of conduct. She followed behavioral guidelines strictly.,She reviewed guidelines in the employee manual. She followed behavioral guidelines strictly.,0.05594914034,0.1769735813,0.121024441
197,He understood that protocol required independent verification. He obtained third-party validation.,He contacted validators from the approved list. He obtained third-party validation.,-0.07847750932,0.08835545182,0.1668329611
198,She recognized that regulations mandated minimum standards. She exceeded baseline requirements.,She tracked requirements on a checklist. She exceeded baseline requirements.,-0.0637370199,0.2070844322,0.2708214521
199,He felt bound by his commitment to professional boundaries. He avoided dual relationships.,He scheduled meetings in the office only. He avoided dual relationships.,0.006818183698,0.1594507098,0.1526325261
200,She understood that policy prohibited retaliation. She treated the whistleblower fairly.,She processed the whistleblower's requests normally. She treated the whistleblower fairly.,-0.1169236451,0.0304187797,0.1473424248
201,He recognized that his agreement required status updates. He reported progress regularly.,He used project management software for reports. He reported progress regularly.,0.04959927127,0.1306153387,0.08101606742
202,She felt obligated by the principle of due process. She provided appeal opportunities.,She scheduled appeals for Tuesday mornings. She provided appeal opportunities.,-0.09261804074,0.08980143815,0.1824194789
203,He understood that regulations required certified materials. He sourced from approved vendors.,He found vendors in the approved database. He sourced from approved vendors.,-0.09418596327,0.1939881891,0.2881741524
204,She recognized that protocol mandated double-checking. She verified all entries twice.,She reviewed entries before submission. She verified all entries twice.,-0.1349440515,-0.01171697024,0.1232270813
205,He felt bound by his obligation to timely reporting. He submitted documents by deadline.,He noted deadlines in his digital calendar. He submitted documents by deadline.,0.2723858058,0.1303354204,-0.1420503855
206,She understood that policy required unanimous consent. She obtained all signatures required.,She collected signatures at the meeting. She obtained all signatures required.,-0.1336220503,0.03318565711,0.1668077074
207,He recognized that regulations prohibited unauthorized disclosure. He maintained information security.,He used password-protected files consistently. He maintained information security.,-0.04171613231,0.1668366641,0.2085527964
208,She felt obligated by her commitment to equal treatment. She applied rules uniformly.,She referenced the same rulebook throughout. She applied rules uniformly.,0.1121891662,0.135829702,0.02364053577
209,He understood that protocol required calibration records. He documented all adjustments made.,He logged adjustments in the maintenance book. He documented all adjustments made.,-0.111786738,0.1289550662,0.2407418042
210,She recognized that her contract mandated availability hours. She remained reachable as specified.,She forwarded calls to her mobile phone. She remained reachable as specified.,-0.1036601141,0.06481431425,0.1684744284
211,He felt bound by his obligation to prevent harm. He reported safety concerns immediately.,He called the safety hotline number. He reported safety concerns immediately.,-0.07543437928,0.1343207955,0.2097551748
212,She understood that regulations required continuous monitoring. She checked systems hourly.,She set hourly reminder alarms. She checked systems hourly.,-0.1102796197,0.09900593758,0.2092855573
213,He recognized that policy prohibited favoritism. He distributed assignments randomly.,He drew names from a container. He distributed assignments randomly.,-0.07683020085,0.08045448363,0.1572846845
214,She felt obligated by the established chain of custody. She documented each transfer properly.,She recorded transfers in the log book. She documented each transfer properly.,-0.1369477957,0.1198915839,0.2568393797
215,He understood that protocol mandated clean environments. He sanitized workspaces daily.,He scheduled cleaning for closing time. He sanitized workspaces daily.,-0.09323654324,0.1102846339,0.2035211772
216,She recognized that regulations required impact assessments. She evaluated potential consequences.,She compiled assessments in a binder. She evaluated potential consequences.,-0.07888352871,0.1948001534,0.2736836821
217,He felt bound by his commitment to code compliance. He followed building regulations exactly.,He consulted the regulation manual frequently. He followed building regulations exactly.,0.3278880119,0.175273329,-0.1526146829
218,She understood that policy required documentation trails. She maintained complete records.,She organized records chronologically. She maintained complete records.,-0.1020768583,0.08440796286,0.1864848211
219,He recognized that his agreement prohibited solicitation. He avoided recruiting former colleagues.,He deleted former colleagues' contact information. He avoided recruiting former colleagues.,-0.1123016328,0.07299194485,0.1852935776
220,She felt obligated by the principle of procedural fairness. She gave everyone equal time.,She used a timer during presentations. She gave everyone equal time.,-0.08216773719,0.05399074778,0.136158485
221,He understood that regulations mandated protective measures. He implemented required safeguards.,He installed safeguards that Wednesday. He implemented required safeguards.,-0.06634614617,0.1776202172,0.2439663634
222,She recognized that protocol required proper channels. She submitted requests through management.,She delivered requests to the fourth floor. She submitted requests through management.,-0.1106128022,0.07797235996,0.1885851622
223,He felt bound by his obligation to maintain standards. He enforced quality requirements consistently.,He used measurement tools for checking. He enforced quality requirements consistently.,-0.02319863811,0.1353402287,0.1585388668
224,She understood that policy prohibited personal relationships. She avoided dating coworkers.,She declined invitations to dinner dates. She avoided dating coworkers.,-0.09259513766,0.04250230268,0.1350974403
225,He recognized that regulations required timely disclosure. He reported changes within 24 hours.,He submitted reports before noon daily. He reported changes within 24 hours.,-0.08410341293,0.1800668538,0.2641702667
226,She felt obligated by her commitment to fair process. She reviewed all submissions equally.,She spent thirty minutes per submission. She reviewed all submissions equally.,-0.1405142099,0.05939096585,0.1999051757
227,He understood that protocol mandated specific procedures. He followed the prescribed method.,He consulted the procedure manual often. He followed the prescribed method.,0.2480204999,0.1797824204,-0.06823807955
228,She recognized that her contract required full disclosure. She revealed all relevant information.,She compiled information in a folder. She revealed all relevant information.,-0.1264349073,0.05460174382,0.1810366511
229,He felt bound by his obligation to maintain neutrality. He avoided taking sides publicly.,He remained silent during the debate. He avoided taking sides publicly.,-0.09064439684,0.1228589565,0.2135033533
230,She understood that regulations prohibited certain practices. She discontinued the banned procedures.,She removed procedures from the workflow. She discontinued the banned procedures.,-0.1344006956,0.09128765017,0.2256883457
231,He recognized that policy required merit-based decisions. He selected based on qualifications.,He reviewed qualifications listed on resumes. He selected based on qualifications.,-0.03291771933,0.1784556061,0.2113733254
232,She felt obligated by the established reporting structure. She notified her direct supervisor.,She found her supervisor in the east wing. She notified her direct supervisor.,-0.03708366305,0.1610703766,0.1981540397
233,He understood that protocol required witnessed signatures. He arranged for two witnesses.,He scheduled witnesses for three o'clock. He arranged for two witnesses.,-0.09061077982,0.1432877034,0.2338984832
234,She recognized that regulations mandated disclosure timing. She announced changes in advance.,She posted announcements on the bulletin board. She announced changes in advance.,-0.1158419475,0.1432815492,0.2591234967
235,He felt bound by his commitment to data security. He encrypted sensitive communications.,He used encryption software for emails. He encrypted sensitive communications.,-0.01975883171,0.1467379332,0.1664967649
236,She understood that policy prohibited external employment. She resigned from her side position.,She submitted resignation letters Monday morning. She resigned from her side position.,-0.1370458901,-0.009388935752,0.1276569543
237,He recognized that his agreement required performance standards. He met all contractual obligations.,He tracked obligations in a spreadsheet. He met all contractual obligations.,0.07233902067,0.3167068362,0.2443678156
238,She felt obligated by the principle of transparent pricing. She displayed all costs clearly.,She printed costs in large font. She displayed all costs clearly.,-0.122531049,0.04384174198,0.1663727909
239,He understood that regulations required safety training. He completed all mandatory courses.,He finished courses online last week. He completed all mandatory courses.,-0.1175661013,0.129244253,0.2468103543
240,She recognized that protocol mandated equipment checks. She tested devices before use.,She performed tests in the morning. She tested devices before use.,-0.08105745167,0.08543618768,0.1664936393
241,He felt bound by his obligation to accurate recording. He documented events precisely.,He wrote documentation in black ink. He documented events precisely.,-0.03525845706,0.1238378584,0.1590963155
242,She understood that policy required approval hierarchies. She obtained necessary authorizations.,She collected signatures on Friday. She obtained necessary authorizations.,-0.08437574655,0.1384595782,0.2228353247
243,He recognized that regulations prohibited certain substances. He removed banned materials immediately.,He disposed materials in designated bins. He removed banned materials immediately.,-0.1136506647,0.1304830462,0.2441337109
244,She felt obligated by her commitment to standardization. She applied consistent methodologies.,She used the same forms throughout. She applied consistent methodologies.,-0.0897783488,0.1232076809,0.2129860297
245,She recognized that taking credit would violate the agreement made with her colleague. She attributed the idea to her teammate.,She noticed the meeting notes listed her colleague's name next to the concept. She attributed the idea to her teammate.,0.03211726621,0.1782930344,0.1461757682
246,He felt bound by the commitment he had given to attend. He arrived at the charity event.,He saw the event location was ten minutes from his office. He arrived at the charity event.,-0.07080368698,0.1160070449,0.1868107319
247,She understood that accessing the files would exceed her permitted authority. She left the database untouched.,She observed the database required a password she didn't have. She left the database untouched.,-0.04042585939,-0.03374693915,0.006678920239
248,He recognized his obligation to report what he had witnessed. He filed the incident report.,He noticed the report form was available at the front desk. He filed the incident report.,-0.09865453094,0.04950331151,0.1481578425
249,She felt constrained by the confidentiality agreement she had signed. She kept the information private.,She saw the document was marked with a red stamp. She kept the information private.,-0.08529714495,0.1934455186,0.2787426636
250,He understood that bypassing the queue violated the established procedure. He waited his turn.,He counted fifteen people ahead of him in line. He waited his turn.,-0.04434522986,0.0110453153,0.05539054517
251,She recognized her responsibility to disclose the conflict of interest. She recused herself from the decision.,She noticed another committee member was available to participate. She recused herself from the decision.,-0.07273373753,0.002280151937,0.07501388947
252,He felt bound by the terms he had accepted when hired. He completed the training module.,He saw the module would take thirty minutes to finish. He completed the training module.,0.003632792272,0.191703558,0.1880707657
253,She understood that altering the data would breach research protocols. She recorded the actual measurements.,She observed the measuring device displayed clear numbers. She recorded the actual measurements.,-0.09670037776,0.01957215928,0.116272537
254,He recognized that keeping the extra change violated the transaction agreement. He returned the money to the cashier.,He calculated that he had received twenty dollars too much. He returned the money to the cashier.,-0.1026844978,-0.04935247079,0.05333202705
255,She felt obligated by the custody arrangement they had established. She brought the children back on Sunday.,She checked that Sunday was marked on her calendar. She brought the children back on Sunday.,-0.09762451798,0.1116048098,0.2092293277
256,He understood that sharing the password would breach security protocols. He declined to give access.,He noticed the system logged all access attempts automatically. He declined to give access.,-0.09650470316,-0.01915275492,0.07735194825
257,She recognized her duty to follow the safety procedures as written. She wore the protective equipment.,She saw the equipment hanging on hooks by the entrance. She wore the protective equipment.,-0.05733394623,0.1009272784,0.1582612246
258,He felt bound by the non-disclosure agreement he had signed. He avoided discussing the project details.,He noticed the conference room had thin walls. He avoided discussing the project details.,-0.05882833898,0.1324134469,0.1912417859
259,She understood that removing the tag would violate store policy. She left the merchandise as it was.,She observed the tag was attached with a plastic fastener. She left the merchandise as it was.,-0.07291048765,-0.07560099661,-0.002690508962
260,He recognized his obligation to honor the warranty terms. He provided the replacement part.,He confirmed the part was currently in stock. He provided the replacement part.,-0.1176127419,0.06131851673,0.1789312586
261,She felt constrained by the voting rules that had been established. She cast only one ballot.,She saw there was one ballot box at the station. She cast only one ballot.,-0.06644836068,0.1659408957,0.2323892564
262,He understood that copying the work would violate academic standards. He wrote his own essay.,He calculated he had six hours before the deadline. He wrote his own essay.,-0.06505510211,0.008378856815,0.07343395893
263,She recognized her responsibility under the lease agreement. She paid the rent by the first.,She noted the first fell on a weekday this month. She paid the rent by the first.,0.009532807395,0.1910841465,0.1815513391
264,He felt bound by the professional code he had sworn to uphold. He maintained client confidentiality.,He stored the files in a locked cabinet. He maintained client confidentiality.,-0.1122631356,0.1920394599,0.3043025956
265,She understood that using the emergency exit violated building regulations. She took the main stairway.,She counted four flights of stairs to descend. She took the main stairway.,-0.08243406564,-0.03936642408,0.04306764156
266,He recognized his duty to follow the chain of command. He reported to his direct supervisor first.,He found his supervisor in the third-floor office. He reported to his direct supervisor first.,-0.0469847396,0.2092177421,0.2562024817
267,She felt obligated by the terms of the settlement. She ceased all public comments.,She deleted her social media applications. She ceased all public comments.,-0.1224326938,0.1080529019,0.2304855958
268,He understood that parking there would violate posted restrictions. He found another spot.,He observed an empty space across the street. He found another spot.,-0.04571085423,-0.01383082755,0.03188002668
269,She recognized her responsibility to comply with the court order. She appeared at the scheduled time.,She set three alarms for that morning. She appeared at the scheduled time.,-0.09512458742,0.01596159302,0.1110861804
270,He felt bound by the promise he had made to his father. He visited every weekend.,He calculated the drive took forty-five minutes. He visited every weekend.,-0.07761800289,0.184231028,0.2618490309
271,She understood that withholding the information would breach disclosure requirements. She revealed the prior conviction.,She located the relevant documents in her filing system. She revealed the prior conviction.,-0.07483103126,0.01067789923,0.0855089305
272,He recognized his obligation under the employment contract. He gave two weeks' notice.,He typed the letter on company letterhead. He gave two weeks' notice.,-0.1332560182,0.2503317297,0.3835877478
273,She felt constrained by the rules governing evidence handling. She wore gloves when touching the items.,She found gloves in a box near the entrance. She wore gloves when touching the items.,-0.1144198105,0.0990319252,0.2134517357
274,He understood that exceeding the limit would violate traffic regulations. He maintained the posted speed.,He glanced at the speedometer showing sixty. He maintained the posted speed.,-0.08390783519,0.07924503833,0.1631528735
275,She recognized her duty to report suspected violations. She contacted the oversight committee.,She found the committee's phone number online. She contacted the oversight committee.,-0.09163704515,0.07785734534,0.1694943905
276,He felt bound by the arbitration clause in the contract. He withdrew the lawsuit.,He received the paperwork on a Tuesday. He withdrew the lawsuit.,-0.1288717538,0.186068356,0.3149401098
277,She understood that disposing of it improperly would violate environmental regulations. She took the battery to the recycling center.,She checked that the center opened at eight. She took the battery to the recycling center.,-0.1297607422,-0.03375787288,0.09600286931
278,He recognized his responsibility to follow jury instructions. He avoided reading news about the case.,He canceled his newspaper subscription temporarily. He avoided reading news about the case.,-0.1131197214,0.04714501649,0.1602647379
279,She felt obligated by the custody agreement provisions. She notified him about the medical appointment.,She sent the message at noon. She notified him about the medical appointment.,-0.09143918753,0.1147481352,0.2061873227
280,He understood that accepting the gift would violate company policy. He politely refused the offer.,He noticed the gift came in an expensive box. He politely refused the offer.,-0.03506980091,-0.01115572453,0.02391407639
281,She recognized her duty to complete the mandatory reporting. She submitted the quarterly statement.,She downloaded the form from the website. She submitted the quarterly statement.,-0.1300423294,-0.006285186391,0.123757143
282,He felt bound by the restrictions in his visa. He did not seek employment.,He focused on his studies instead. He did not seek employment.,-0.01371250767,0.2049662769,0.2186787846
283,She understood that destroying the records would violate retention requirements. She kept all the documents.,She had sufficient storage space available. She kept all the documents.,-0.0791927129,-0.03552463278,0.04366808012
284,He recognized his obligation to honor the non-compete clause. He declined the competitor's offer.,He received the offer via email. He declined the competitor's offer.,-0.09786617011,0.04612683505,0.1439930052
285,She felt constrained by the patient consent protocols. She obtained written permission first.,She prepared the forms in triplicate. She obtained written permission first.,-0.1461762041,0.07830180228,0.2244780064
286,He understood that skipping the inspection would violate safety codes. He scheduled the annual review.,He marked the date in his planner. He scheduled the annual review.,-0.07095269114,-0.01264020149,0.05831248965
287,She recognized her responsibility under the partnership agreement. She consulted her business partner.,She reached him at his office number. She consulted her business partner.,0.05019342899,0.5162353516,0.4660419226
288,He felt bound by the terms of his probation. He attended all required meetings.,He set reminders on his phone. He attended all required meetings.,-0.0792061761,0.1560914814,0.2352976575
289,She understood that modifying the prescription would exceed her authority. She referred the patient to the physician.,She saw the physician had office hours that afternoon. She referred the patient to the physician.,-0.07733545452,0.09852342308,0.1758588776
290,He recognized his duty to preserve evidence integrity. He left the scene undisturbed.,He stood behind the yellow tape. He left the scene undisturbed.,-0.1149066538,0.02463183738,0.1395384911
291,She felt obligated by the divorce decree stipulations. She maintained the insurance coverage.,She paid the premium monthly. She maintained the insurance coverage.,-0.1136341467,0.07699202001,0.1906261668
292,He understood that operating without a license would violate regulations. He postponed opening the business.,He noticed the permit office was closed for holidays. He postponed opening the business.,-0.05928377435,0.09311570972,0.1523994841
293,She recognized her responsibility to follow medical protocols. She documented every medication given.,She wrote entries in blue ink. She documented every medication given.,-0.1328307837,0.09928411245,0.2321148962
294,He felt bound by the confidentiality provisions of his role. He did not discuss the patient's condition.,He changed the subject to the weather. He did not discuss the patient's condition.,0.05922533944,0.1370232701,0.07779793069
295,She understood that early withdrawal would breach the contract terms. She left the funds untouched.,She verified the account balance online. She left the funds untouched.,-0.1140354201,0.03332784772,0.1473632678
296,He recognized his obligation to comply with the subpoena. He produced all requested documents.,He organized them chronologically. He produced all requested documents.,-0.1052850783,0.0665134564,0.1717985347
297,She felt constrained by the ethical guidelines of her profession. She declined to treat her family member.,She provided three referral options instead. She declined to treat her family member.,-0.09989522398,0.215842247,0.315737471
298,He understood that hunting there would violate property boundaries. He stayed on public land.,He checked his GPS coordinates. He stayed on public land.,-0.06173439324,0.03253661841,0.09427101165
299,She recognized her duty to follow the evacuation protocol. She helped clear the building.,She took the nearest exit route. She helped clear the building.,-0.1234410331,0.06193969399,0.1853807271
300,He felt bound by the sales agreement he had signed. He delivered the goods as specified.,He loaded them onto the truck. He delivered the goods as specified.,-0.1269885153,0.1795432419,0.3065317571
301,She understood that disclosing it would violate attorney-client privilege. She kept the conversation confidential.,She filed her notes in a locked drawer. She kept the conversation confidential.,-0.09036427736,-0.02496031299,0.06540396437
302,He recognized his responsibility to honor the return policy. He accepted the item back.,He processed the transaction at register three. He accepted the item back.,-0.135160163,0.102725476,0.2378856391
303,She felt obligated by the board's directive. She implemented the new procedure.,She distributed the updated manual. She implemented the new procedure.,-0.1161327735,0.09655353427,0.2126863077
304,He understood that entering would violate the restraining order. He remained outside the perimeter.,He stood exactly one hundred feet away. He remained outside the perimeter.,-0.09760884941,-0.005565961357,0.09204288805
305,She recognized her duty to follow financial regulations. She reported the large transaction.,She filled out form 8300. She reported the large transaction.,-0.1348233521,0.2089163959,0.343739748
306,He felt bound by the union agreement provisions. He honored the strike action.,He stayed home that Monday. He honored the strike action.,-0.0793588236,0.2220237106,0.3013825342
307,She understood that serving him would violate liquor laws. She refused the sale.,She returned his ID card. She refused the sale.,-0.1116941795,0.002087855712,0.1137820352
308,He recognized his obligation under the service agreement. He provided the monthly maintenance.,He arrived with his tool kit. He provided the monthly maintenance.,-0.1013411134,0.2916960418,0.3930371553
309,She felt constrained by the publication embargo. She delayed releasing the findings.,She saved the draft on her computer. She delayed releasing the findings.,-0.1023499519,0.1397263557,0.2420763075
310,He understood that proceeding would violate the injunction. He halted the construction work.,He told the crew to pack up. He halted the construction work.,-0.1191942245,0.006230436265,0.1254246607
311,She recognized her responsibility to follow HIPAA requirements. She encrypted the patient data.,She used 256-bit encryption software. She encrypted the patient data.,-0.06752288342,0.005150375888,0.0726732593
312,He felt bound by the mediation agreement. He split the assets equally.,He transferred half to her account. He split the assets equally.,-0.1195251942,0.1427344233,0.2622596174
313,She understood that billing for it would violate insurance rules. She removed the charge.,She deleted line item seven. She removed the charge.,-0.1448115259,-0.02652170509,0.1182898208
314,He recognized his duty to comply with the quarantine order. He remained at home.,He worked from his laptop. He remained at home.,-0.0530115366,0.112824142,0.1658356786
315,She felt obligated by the grant conditions. She used funds only for research.,She kept all receipts organized. She used funds only for research.,-0.1118290573,0.1189607903,0.2307898477
316,He understood that campaigning there would violate election law. He moved away from the polling place.,He walked to the parking lot. He moved away from the polling place.,-0.1297451258,0.03525085747,0.1649959832
317,She recognized her responsibility under the mortgage terms. She maintained property insurance.,She paid premiums quarterly. She maintained property insurance.,-0.09762536734,0.2557148039,0.3533401713
318,He felt bound by the witness protection protocols. He avoided his hometown.,He settled in another state. He avoided his hometown.,-0.001878943294,0.1076348498,0.1095137931
319,She understood that discussing it would breach the gag order. She declined media interviews.,She turned off her phone. She declined media interviews.,-0.1098990515,-0.05954341218,0.05035563931
320,He recognized his obligation to follow laboratory protocols. He disposed of chemicals properly.,He used the designated containers. He disposed of chemicals properly.,-0.04149319232,0.1359491646,0.1774423569
321,She felt constrained by the licensing restrictions. She supervised only permitted activities.,She reviewed the activity list. She supervised only permitted activities.,-0.09036759287,0.1793976426,0.2697652355
322,He understood that trading then would violate insider regulations. He canceled his stock order.,He closed his brokerage app. He canceled his stock order.,-0.1049027964,0.03107616864,0.1359789651
323,She recognized her duty to uphold building codes. She required proper permits.,She checked the permit numbers. She required proper permits.,-0.08940649033,0.07611449808,0.1655209884
324,He felt bound by the plea agreement terms. He testified as promised.,He spoke into the microphone. He testified as promised.,-0.008677997626,0.1365178376,0.1451958353
325,She understood that releasing it would violate the embargo. She held the press release.,She locked it in her desk. She held the press release.,-0.105398111,-0.02909057029,0.07630754076
326,He recognized his responsibility to follow FDA guidelines. He labeled all ingredients.,He printed labels on white stock. He labeled all ingredients.,-0.1246482506,0.1272980124,0.251946263
327,She felt obligated by the settlement terms. She removed the online posts.,She clicked delete on each one. She removed the online posts.,-0.1348280013,0.1001142338,0.2349422351
328,He understood that crossing would violate international law. He stopped at the border.,He parked near the checkpoint. He stopped at the border.,-0.1118856966,0.05188038945,0.1637660861
329,She recognized her duty to maintain professional boundaries. She refused the personal loan request.,She suggested a bank instead. She refused the personal loan request.,-0.07589714229,0.05816952884,0.1340666711
330,He felt bound by the copyright agreement. He sought permission before using it.,He sent an email request. He sought permission before using it.,-0.08907621354,0.1158263162,0.2049025297
331,She understood that proceeding would violate the ceasefire. She ordered troops to stand down.,She used the radio frequency. She ordered troops to stand down.,-0.09217625111,-0.007247674279,0.08492857683
332,He recognized his obligation under the treaty. He allowed the inspection.,He unlocked the facility doors. He allowed the inspection.,-0.1057726666,0.3623557687,0.4681284353
333,She felt constrained by the franchise agreement. She used only approved suppliers.,She placed orders on Tuesdays. She used only approved suppliers.,-0.1195743755,0.2262088507,0.3457832262
334,He understood that selling it would violate the trust terms. He kept the property intact.,He renewed the maintenance contract. He kept the property intact.,-0.09349704534,-0.007922015153,0.08557503019
335,She recognized her responsibility to follow chain of custody rules. She documented each transfer.,She used the standard forms. She documented each transfer.,-0.1066067219,0.0815513134,0.1881580353
336,He felt bound by the constitutional provisions. He allowed peaceful assembly.,He opened the plaza gates. He allowed peaceful assembly.,-0.1138468459,0.17519252,0.2890393659
337,She understood that denying access would violate disability law. She installed the ramp.,She hired a contractor. She installed the ramp.,-0.02202427574,-0.01407217793,0.007952097803
338,He recognized his duty to honor the extradition treaty. He transferred the prisoner.,He arranged air transport. He transferred the prisoner.,-0.1025846004,0.1208433658,0.2234279662
339,She felt obligated by the prenuptial agreement. She kept separate accounts.,She used different banks. She kept separate accounts.,-0.03208620846,0.06472445279,0.09681066126
340,He understood that the practice violated antitrust regulations. He ended the price fixing.,He sent new price sheets. He ended the price fixing.,-0.09207773954,0.053363204,0.1454409435
341,She recognized her responsibility under maritime law. She rendered assistance to the vessel.,She altered course fifteen degrees. She rendered assistance to the vessel.,-0.05202863738,0.2475747913,0.2996034287
342,He felt bound by the rules of evidence. He excluded the illegally obtained material.,He removed it from the file. He excluded the illegally obtained material.,-0.1360633075,0.1393279582,0.2753912657
343,She understood that continuing would violate the restraining order. She changed her route home.,She took the highway instead. She changed her route home.,-0.1235074475,-0.0158074908,0.1076999567
344,He recognized his obligation to follow procurement procedures. He obtained three bids.,He collected them by Friday. He obtained three bids.,-0.1230366454,0.1845622957,0.307598941
345,She felt constrained by the conflict of interest policy. She abstained from the vote.,She remained seated silently. She abstained from the vote.,-0.09591478854,0.1783395857,0.2742543742
346,He understood that the disclosure was required by law. He revealed his criminal record.,He attached the court documents. He revealed his criminal record.,-0.07815366238,0.1878102571,0.2659639195
347,She recognized her duty under the Good Samaritan law. She stopped to provide aid.,She pulled over immediately. She stopped to provide aid.,-0.105294168,0.2247559726,0.3300501406
348,He felt bound by the data protection regulations. He anonymized user information.,He ran the scrubbing algorithm. He anonymized user information.,-0.1064394191,0.1721279621,0.2785673812
349,She understood that omitting it would violate disclosure rules. She listed all side effects.,She included twenty-three items. She listed all side effects.,-0.1237045899,-0.02709849738,0.09660609253
350,He recognized his responsibility to follow waste disposal laws. He hired licensed haulers.,He scheduled Thursday pickup. He hired licensed haulers.,-0.05129272118,0.1488178521,0.2001105733
351,She felt obligated by the joint custody order. She shared school decisions.,She called him Tuesday evening. She shared school decisions.,-0.04446165636,0.1503105313,0.1947721876
352,He understood that the practice violated labor laws. He paid overtime wages.,He calculated time and a half. He paid overtime wages.,-0.1024270803,0.06434473395,0.1667718142
353,She recognized her duty to report abuse. She contacted child services.,She dialed the hotline number. She contacted child services.,-0.1079506353,0.09529688209,0.2032475173
354,He felt bound by the professional standards board. He completed continuing education credits.,He attended weekend seminars. He completed continuing education credits.,-0.03563483432,0.1453859806,0.1810208149
355,She understood that flying it would violate airspace restrictions. She grounded the drone.,She packed it in its case. She grounded the drone.,-0.1334094107,-0.01723850146,0.1161709093
356,He recognized his obligation under the loan agreement. He made monthly payments.,He set up automatic transfers. He made monthly payments.,-0.08760649711,0.2941319048,0.3817384019
357,She felt constrained by the import regulations. She declared all goods.,She filled out the customs form. She declared all goods.,-0.1361099035,0.1667700261,0.3028799295
358,He understood that the action would violate sanctions. He canceled the transaction.,He voided the invoice. He canceled the transaction.,-0.1199410185,0.06677485257,0.1867158711
359,She recognized her responsibility to follow accreditation standards. She maintained proper ratios.,She counted staff each shift. She maintained proper ratios.,-0.04675421491,0.09812215716,0.1448763721
360,He felt bound by the collective bargaining agreement. He honored the wage scale.,He updated the payroll system. He honored the wage scale.,-0.06148177385,0.1923495233,0.2538312972
361,She understood that withholding it would violate discovery rules. She produced the email records.,She printed five hundred pages. She produced the email records.,-0.1116302907,-0.02258153632,0.08904875442
362,He recognized his duty to comply with the audit. He provided all receipts.,He sorted them by date. He provided all receipts.,-0.1330809295,0.1039422974,0.2370232269
