pair_id,moral_text,neutral_text,896_11_high_output_neutral_act,896_11_high_output_moral_act,difference
181,He felt bound by his commitment to accuracy. He verified all data entries.,He cross-checked entries with source documents. He verified all data entries.,0.9827861786,1.523409247,0.5406230688
182,She understood that policy mandated security measures. She changed passwords monthly.,She generated passwords using software. She changed passwords monthly.,0.9122220874,1.990495443,1.078273356
183,He recognized that regulations required labeling standards. He marked all containers properly.,He printed labels on waterproof stock. He marked all containers properly.,0.8330545425,1.440181971,0.6071274281
184,She felt obligated by her agreement to provide updates. She sent progress reports weekly.,She emailed reports every Friday afternoon. She sent progress reports weekly.,1.39732337,1.493477106,0.09615373611
185,He understood that protocol prohibited unauthorized changes. He maintained original configurations.,He documented configurations in a spreadsheet. He maintained original configurations.,0.9910418987,1.681770205,0.6907283068
186,She recognized that her position required neutral judgment. She avoided personal preferences.,She used scoring rubrics for evaluation. She avoided personal preferences.,0.9814088941,2.102570772,1.121161878
187,He felt bound by his obligation to ensure compliance. He monitored regulatory adherence.,He reviewed compliance metrics monthly. He monitored regulatory adherence.,1.235566735,1.638320684,0.4027539492
188,She understood that policy required proper training. She completed orientation programs.,She attended programs in the training center. She completed orientation programs.,0.8699399829,1.837768674,0.967828691
189,He recognized that regulations mandated inspections. He scheduled regular equipment checks.,He marked check dates on the maintenance calendar. He scheduled regular equipment checks.,0.8689431548,1.345219493,0.4762763381
190,She felt obligated by her commitment to follow procedures. She adhered to established protocols.,She kept protocol sheets at her desk. She adhered to established protocols.,1.411361217,1.382244945,-0.02911627293
191,He understood that his contract required exclusivity. He worked only for one employer.,He declined other job offers that month. He worked only for one employer.,1.006780744,1.961384058,0.9546033144
192,She recognized that protocol mandated verification steps. She confirmed all information sources.,She documented sources in her notes. She confirmed all information sources.,1.073075056,1.583045483,0.5099704266
193,He felt bound by his obligation to maintain records. He preserved all documentation properly.,He filed documents in fireproof cabinets. He preserved all documentation properly.,1.395672441,1.660828948,0.2651565075
194,She understood that regulations prohibited conflicts of interest. She divested competing investments.,She sold investments through her broker. She divested competing investments.,0.555872798,1.487688065,0.9318152666
195,He recognized that policy required committee approval. He sought authorization before proceeding.,He submitted requests via the online system. He sought authorization before proceeding.,0.8163570166,1.719792724,0.9034357071
196,She felt obligated by the established code of conduct. She followed behavioral guidelines strictly.,She reviewed guidelines in the employee manual. She followed behavioral guidelines strictly.,0.8687019348,1.562754154,0.6940522194
197,He understood that protocol required independent verification. He obtained third-party validation.,He contacted validators from the approved list. He obtained third-party validation.,0.1712157279,1.555896282,1.384680554
198,She recognized that regulations mandated minimum standards. She exceeded baseline requirements.,She tracked requirements on a checklist. She exceeded baseline requirements.,1.359139562,1.598769546,0.2396299839
199,He felt bound by his commitment to professional boundaries. He avoided dual relationships.,He scheduled meetings in the office only. He avoided dual relationships.,1.352451324,1.421857119,0.06940579414
200,She understood that policy prohibited retaliation. She treated the whistleblower fairly.,She processed the whistleblower's requests normally. She treated the whistleblower fairly.,1.500920773,1.965272903,0.4643521309
201,He recognized that his agreement required status updates. He reported progress regularly.,He used project management software for reports. He reported progress regularly.,0.6089653969,1.938079357,1.32911396
202,She felt obligated by the principle of due process. She provided appeal opportunities.,She scheduled appeals for Tuesday mornings. She provided appeal opportunities.,0.9930816293,1.523106098,0.5300244689
203,He understood that regulations required certified materials. He sourced from approved vendors.,He found vendors in the approved database. He sourced from approved vendors.,0.9219061136,1.419669867,0.4977637529
204,She recognized that protocol mandated double-checking. She verified all entries twice.,She reviewed entries before submission. She verified all entries twice.,0.4866603017,1.513354301,1.026694
205,He felt bound by his obligation to timely reporting. He submitted documents by deadline.,He noted deadlines in his digital calendar. He submitted documents by deadline.,1.244588971,1.261013746,0.01642477512
206,She understood that policy required unanimous consent. She obtained all signatures required.,She collected signatures at the meeting. She obtained all signatures required.,1.220960975,1.94075036,0.7197893858
207,He recognized that regulations prohibited unauthorized disclosure. He maintained information security.,He used password-protected files consistently. He maintained information security.,0.6493684053,1.946571589,1.297203183
208,She felt obligated by her commitment to equal treatment. She applied rules uniformly.,She referenced the same rulebook throughout. She applied rules uniformly.,0.9911857247,1.360647917,0.3694621921
209,He understood that protocol required calibration records. He documented all adjustments made.,He logged adjustments in the maintenance book. He documented all adjustments made.,1.069733143,1.737585664,0.6678525209
210,She recognized that her contract mandated availability hours. She remained reachable as specified.,She forwarded calls to her mobile phone. She remained reachable as specified.,1.280232668,2.003628254,0.723395586
211,He felt bound by his obligation to prevent harm. He reported safety concerns immediately.,He called the safety hotline number. He reported safety concerns immediately.,1.348326325,1.380546808,0.03222048283
212,She understood that regulations required continuous monitoring. She checked systems hourly.,She set hourly reminder alarms. She checked systems hourly.,1.217350602,1.893390656,0.6760400534
213,He recognized that policy prohibited favoritism. He distributed assignments randomly.,He drew names from a container. He distributed assignments randomly.,1.48740685,1.82347846,0.3360716105
214,She felt obligated by the established chain of custody. She documented each transfer properly.,She recorded transfers in the log book. She documented each transfer properly.,0.9520901442,1.351258039,0.3991678953
215,He understood that protocol mandated clean environments. He sanitized workspaces daily.,He scheduled cleaning for closing time. He sanitized workspaces daily.,1.015383005,1.370646954,0.3552639484
216,She recognized that regulations required impact assessments. She evaluated potential consequences.,She compiled assessments in a binder. She evaluated potential consequences.,1.31081748,1.359981179,0.04916369915
217,He felt bound by his commitment to code compliance. He followed building regulations exactly.,He consulted the regulation manual frequently. He followed building regulations exactly.,1.267356634,1.262509584,-0.004847049713
218,She understood that policy required documentation trails. She maintained complete records.,She organized records chronologically. She maintained complete records.,1.085795045,1.891028166,0.8052331209
219,He recognized that his agreement prohibited solicitation. He avoided recruiting former colleagues.,He deleted former colleagues' contact information. He avoided recruiting former colleagues.,0.9675657749,2.10081768,1.133251905
220,She felt obligated by the principle of procedural fairness. She gave everyone equal time.,She used a timer during presentations. She gave everyone equal time.,1.137133002,1.865592957,0.7284599543
221,He understood that regulations mandated protective measures. He implemented required safeguards.,He installed safeguards that Wednesday. He implemented required safeguards.,0.9626505971,1.626330018,0.6636794209
222,She recognized that protocol required proper channels. She submitted requests through management.,She delivered requests to the fourth floor. She submitted requests through management.,1.100257516,1.421310902,0.3210533857
223,He felt bound by his obligation to maintain standards. He enforced quality requirements consistently.,He used measurement tools for checking. He enforced quality requirements consistently.,1.451378703,1.752247334,0.3008686304
224,She understood that policy prohibited personal relationships. She avoided dating coworkers.,She declined invitations to dinner dates. She avoided dating coworkers.,0.939083755,2.076678514,1.137594759
225,He recognized that regulations required timely disclosure. He reported changes within 24 hours.,He submitted reports before noon daily. He reported changes within 24 hours.,1.119578242,1.495898247,0.3763200045
226,She felt obligated by her commitment to fair process. She reviewed all submissions equally.,She spent thirty minutes per submission. She reviewed all submissions equally.,1.362640381,1.210701942,-0.1519384384
227,He understood that protocol mandated specific procedures. He followed the prescribed method.,He consulted the procedure manual often. He followed the prescribed method.,1.047524095,1.628509879,0.5809857845
228,She recognized that her contract required full disclosure. She revealed all relevant information.,She compiled information in a folder. She revealed all relevant information.,0.7481810451,2.091594458,1.343413413
229,He felt bound by his obligation to maintain neutrality. He avoided taking sides publicly.,He remained silent during the debate. He avoided taking sides publicly.,1.951110005,1.66186142,-0.2892485857
230,She understood that regulations prohibited certain practices. She discontinued the banned procedures.,She removed procedures from the workflow. She discontinued the banned procedures.,0.9108461142,1.91223371,1.001387596
231,He recognized that policy required merit-based decisions. He selected based on qualifications.,He reviewed qualifications listed on resumes. He selected based on qualifications.,1.113276362,1.448477507,0.3352011442
232,She felt obligated by the established reporting structure. She notified her direct supervisor.,She found her supervisor in the east wing. She notified her direct supervisor.,1.167615652,1.294430852,0.1268151999
233,He understood that protocol required witnessed signatures. He arranged for two witnesses.,He scheduled witnesses for three o'clock. He arranged for two witnesses.,1.171523929,1.466888905,0.2953649759
234,She recognized that regulations mandated disclosure timing. She announced changes in advance.,She posted announcements on the bulletin board. She announced changes in advance.,0.7367376685,1.361555457,0.6248177886
235,He felt bound by his commitment to data security. He encrypted sensitive communications.,He used encryption software for emails. He encrypted sensitive communications.,1.144519329,1.311553836,0.1670345068
236,She understood that policy prohibited external employment. She resigned from her side position.,She submitted resignation letters Monday morning. She resigned from her side position.,1.295554042,1.861110926,0.5655568838
237,He recognized that his agreement required performance standards. He met all contractual obligations.,He tracked obligations in a spreadsheet. He met all contractual obligations.,1.578347564,2.046675682,0.4683281183
238,She felt obligated by the principle of transparent pricing. She displayed all costs clearly.,She printed costs in large font. She displayed all costs clearly.,1.014382482,1.593104362,0.5787218809
239,He understood that regulations required safety training. He completed all mandatory courses.,He finished courses online last week. He completed all mandatory courses.,1.153766036,1.675415397,0.5216493607
240,She recognized that protocol mandated equipment checks. She tested devices before use.,She performed tests in the morning. She tested devices before use.,1.583606005,1.672923684,0.08931767941
241,He felt bound by his obligation to accurate recording. He documented events precisely.,He wrote documentation in black ink. He documented events precisely.,1.02602303,1.425032258,0.3990092278
242,She understood that policy required approval hierarchies. She obtained necessary authorizations.,She collected signatures on Friday. She obtained necessary authorizations.,1.297800303,1.609284759,0.3114844561
243,He recognized that regulations prohibited certain substances. He removed banned materials immediately.,He disposed materials in designated bins. He removed banned materials immediately.,1.185788035,1.745059729,0.5592716932
244,She felt obligated by her commitment to standardization. She applied consistent methodologies.,She used the same forms throughout. She applied consistent methodologies.,0.9774750471,1.233930469,0.2564554214
245,She recognized that taking credit would violate the agreement made with her colleague. She attributed the idea to her teammate.,She noticed the meeting notes listed her colleague's name next to the concept. She attributed the idea to her teammate.,1.23505497,1.708353162,0.473298192
246,He felt bound by the commitment he had given to attend. He arrived at the charity event.,He saw the event location was ten minutes from his office. He arrived at the charity event.,0.6508763433,1.465091467,0.8142151237
247,She understood that accessing the files would exceed her permitted authority. She left the database untouched.,She observed the database required a password she didn't have. She left the database untouched.,1.40723443,1.586461544,0.1792271137
248,He recognized his obligation to report what he had witnessed. He filed the incident report.,He noticed the report form was available at the front desk. He filed the incident report.,0.8219999075,1.597495198,0.7754952908
249,She felt constrained by the confidentiality agreement she had signed. She kept the information private.,She saw the document was marked with a red stamp. She kept the information private.,1.060261488,2.512143135,1.451881647
250,He understood that bypassing the queue violated the established procedure. He waited his turn.,He counted fifteen people ahead of him in line. He waited his turn.,1.735346437,1.393526673,-0.3418197632
251,She recognized her responsibility to disclose the conflict of interest. She recused herself from the decision.,She noticed another committee member was available to participate. She recused herself from the decision.,1.23870039,1.559264541,0.3205641508
252,He felt bound by the terms he had accepted when hired. He completed the training module.,He saw the module would take thirty minutes to finish. He completed the training module.,0.9827147722,1.696928144,0.7142133713
253,She understood that altering the data would breach research protocols. She recorded the actual measurements.,She observed the measuring device displayed clear numbers. She recorded the actual measurements.,1.479034662,1.50948596,0.03045129776
254,He recognized that keeping the extra change violated the transaction agreement. He returned the money to the cashier.,He calculated that he had received twenty dollars too much. He returned the money to the cashier.,1.534594178,1.320325494,-0.2142686844
255,She felt obligated by the custody arrangement they had established. She brought the children back on Sunday.,She checked that Sunday was marked on her calendar. She brought the children back on Sunday.,1.570333838,1.721578956,0.1512451172
256,He understood that sharing the password would breach security protocols. He declined to give access.,He noticed the system logged all access attempts automatically. He declined to give access.,0.4576634765,1.307483912,0.849820435
257,She recognized her duty to follow the safety procedures as written. She wore the protective equipment.,She saw the equipment hanging on hooks by the entrance. She wore the protective equipment.,1.344107151,1.548357606,0.2042504549
258,He felt bound by the non-disclosure agreement he had signed. He avoided discussing the project details.,He noticed the conference room had thin walls. He avoided discussing the project details.,1.432977796,1.780052543,0.3470747471
259,She understood that removing the tag would violate store policy. She left the merchandise as it was.,She observed the tag was attached with a plastic fastener. She left the merchandise as it was.,1.411302686,1.535295844,0.1239931583
260,He recognized his obligation to honor the warranty terms. He provided the replacement part.,He confirmed the part was currently in stock. He provided the replacement part.,0.8134019375,1.37561214,0.5622102022
261,She felt constrained by the voting rules that had been established. She cast only one ballot.,She saw there was one ballot box at the station. She cast only one ballot.,1.065953135,1.936814547,0.8708614111
262,He understood that copying the work would violate academic standards. He wrote his own essay.,He calculated he had six hours before the deadline. He wrote his own essay.,1.715764642,1.063086271,-0.6526783705
263,She recognized her responsibility under the lease agreement. She paid the rent by the first.,She noted the first fell on a weekday this month. She paid the rent by the first.,1.867066979,1.651343822,-0.2157231569
264,He felt bound by the professional code he had sworn to uphold. He maintained client confidentiality.,He stored the files in a locked cabinet. He maintained client confidentiality.,1.009842277,1.484799385,0.4749571085
265,She understood that using the emergency exit violated building regulations. She took the main stairway.,She counted four flights of stairs to descend. She took the main stairway.,1.2631495,1.399912834,0.1367633343
266,He recognized his duty to follow the chain of command. He reported to his direct supervisor first.,He found his supervisor in the third-floor office. He reported to his direct supervisor first.,1.440898061,1.463204622,0.02230656147
267,She felt obligated by the terms of the settlement. She ceased all public comments.,She deleted her social media applications. She ceased all public comments.,1.266220689,1.620833635,0.3546129465
268,He understood that parking there would violate posted restrictions. He found another spot.,He observed an empty space across the street. He found another spot.,1.408170581,1.426352262,0.01818168163
269,She recognized her responsibility to comply with the court order. She appeared at the scheduled time.,She set three alarms for that morning. She appeared at the scheduled time.,1.305645704,1.330870867,0.02522516251
270,He felt bound by the promise he had made to his father. He visited every weekend.,He calculated the drive took forty-five minutes. He visited every weekend.,1.061561346,1.576720476,0.5151591301
271,She understood that withholding the information would breach disclosure requirements. She revealed the prior conviction.,She located the relevant documents in her filing system. She revealed the prior conviction.,0.8504003882,1.747298479,0.8968980908
272,He recognized his obligation under the employment contract. He gave two weeks' notice.,He typed the letter on company letterhead. He gave two weeks' notice.,0.9645867944,1.493356824,0.5287700295
273,She felt constrained by the rules governing evidence handling. She wore gloves when touching the items.,She found gloves in a box near the entrance. She wore gloves when touching the items.,1.205004096,1.949820518,0.7448164225
274,He understood that exceeding the limit would violate traffic regulations. He maintained the posted speed.,He glanced at the speedometer showing sixty. He maintained the posted speed.,1.171631575,1.448929429,0.2772978544
275,She recognized her duty to report suspected violations. She contacted the oversight committee.,She found the committee's phone number online. She contacted the oversight committee.,1.32544589,1.168450356,-0.1569955349
276,He felt bound by the arbitration clause in the contract. He withdrew the lawsuit.,He received the paperwork on a Tuesday. He withdrew the lawsuit.,1.432848573,1.417551279,-0.01529729366
277,She understood that disposing of it improperly would violate environmental regulations. She took the battery to the recycling center.,She checked that the center opened at eight. She took the battery to the recycling center.,1.341140985,1.602174401,0.2610334158
278,He recognized his responsibility to follow jury instructions. He avoided reading news about the case.,He canceled his newspaper subscription temporarily. He avoided reading news about the case.,1.139671206,1.342907071,0.2032358646
279,She felt obligated by the custody agreement provisions. She notified him about the medical appointment.,She sent the message at noon. She notified him about the medical appointment.,1.339579821,1.522981167,0.1834013462
280,He understood that accepting the gift would violate company policy. He politely refused the offer.,He noticed the gift came in an expensive box. He politely refused the offer.,1.60842824,1.72963655,0.1212083101
281,She recognized her duty to complete the mandatory reporting. She submitted the quarterly statement.,She downloaded the form from the website. She submitted the quarterly statement.,0.409155786,1.375722766,0.9665669799
282,He felt bound by the restrictions in his visa. He did not seek employment.,He focused on his studies instead. He did not seek employment.,1.257699132,1.23685658,-0.02084255219
283,She understood that destroying the records would violate retention requirements. She kept all the documents.,She had sufficient storage space available. She kept all the documents.,1.332756639,1.76026237,0.4275057316
284,He recognized his obligation to honor the non-compete clause. He declined the competitor's offer.,He received the offer via email. He declined the competitor's offer.,0.9661453962,1.132119894,0.1659744978
285,She felt constrained by the patient consent protocols. She obtained written permission first.,She prepared the forms in triplicate. She obtained written permission first.,1.40302062,1.836320758,0.4333001375
286,He understood that skipping the inspection would violate safety codes. He scheduled the annual review.,He marked the date in his planner. He scheduled the annual review.,1.105900884,1.441447973,0.3355470896
287,She recognized her responsibility under the partnership agreement. She consulted her business partner.,She reached him at his office number. She consulted her business partner.,1.556079268,1.431006551,-0.1250727177
288,He felt bound by the terms of his probation. He attended all required meetings.,He set reminders on his phone. He attended all required meetings.,1.508628607,1.201821327,-0.3068072796
289,She understood that modifying the prescription would exceed her authority. She referred the patient to the physician.,She saw the physician had office hours that afternoon. She referred the patient to the physician.,1.010015607,1.423574686,0.4135590792
290,He recognized his duty to preserve evidence integrity. He left the scene undisturbed.,He stood behind the yellow tape. He left the scene undisturbed.,1.367712736,1.375041962,0.00732922554
291,She felt obligated by the divorce decree stipulations. She maintained the insurance coverage.,She paid the premium monthly. She maintained the insurance coverage.,1.592888117,1.557363153,-0.03552496433
292,He understood that operating without a license would violate regulations. He postponed opening the business.,He noticed the permit office was closed for holidays. He postponed opening the business.,1.348352075,1.661788464,0.313436389
293,She recognized her responsibility to follow medical protocols. She documented every medication given.,She wrote entries in blue ink. She documented every medication given.,1.189717054,1.879776478,0.6900594234
294,He felt bound by the confidentiality provisions of his role. He did not discuss the patient's condition.,He changed the subject to the weather. He did not discuss the patient's condition.,1.453294992,1.328635931,-0.1246590614
295,She understood that early withdrawal would breach the contract terms. She left the funds untouched.,She verified the account balance online. She left the funds untouched.,0.572625041,1.773861527,1.201236486
296,He recognized his obligation to comply with the subpoena. He produced all requested documents.,He organized them chronologically. He produced all requested documents.,1.013636708,1.561022758,0.5473860502
297,She felt constrained by the ethical guidelines of her profession. She declined to treat her family member.,She provided three referral options instead. She declined to treat her family member.,1.012796164,1.673634291,0.6608381271
298,He understood that hunting there would violate property boundaries. He stayed on public land.,He checked his GPS coordinates. He stayed on public land.,1.454358578,1.622274995,0.1679164171
299,She recognized her duty to follow the evacuation protocol. She helped clear the building.,She took the nearest exit route. She helped clear the building.,1.22594893,1.361419916,0.1354709864
300,He felt bound by the sales agreement he had signed. He delivered the goods as specified.,He loaded them onto the truck. He delivered the goods as specified.,1.671005249,1.857840896,0.1868356466
301,She understood that disclosing it would violate attorney-client privilege. She kept the conversation confidential.,She filed her notes in a locked drawer. She kept the conversation confidential.,1.707394719,1.744706035,0.03731131554
302,He recognized his responsibility to honor the return policy. He accepted the item back.,He processed the transaction at register three. He accepted the item back.,0.8518409729,1.323708057,0.4718670845
303,She felt obligated by the board's directive. She implemented the new procedure.,She distributed the updated manual. She implemented the new procedure.,0.788196981,1.38758409,0.5993871093
304,He understood that entering would violate the restraining order. He remained outside the perimeter.,He stood exactly one hundred feet away. He remained outside the perimeter.,1.831530213,1.626756072,-0.2047741413
305,She recognized her duty to follow financial regulations. She reported the large transaction.,She filled out form 8300. She reported the large transaction.,0.8414788246,1.487796903,0.646318078
306,He felt bound by the union agreement provisions. He honored the strike action.,He stayed home that Monday. He honored the strike action.,1.54462254,1.322939992,-0.2216825485
307,She understood that serving him would violate liquor laws. She refused the sale.,She returned his ID card. She refused the sale.,1.055577159,1.545595407,0.4900182486
308,He recognized his obligation under the service agreement. He provided the monthly maintenance.,He arrived with his tool kit. He provided the monthly maintenance.,1.366639972,1.398607731,0.03196775913
309,She felt constrained by the publication embargo. She delayed releasing the findings.,She saved the draft on her computer. She delayed releasing the findings.,1.294565082,1.686227918,0.3916628361
310,He understood that proceeding would violate the injunction. He halted the construction work.,He told the crew to pack up. He halted the construction work.,1.135779858,1.525532126,0.3897522688
311,She recognized her responsibility to follow HIPAA requirements. She encrypted the patient data.,She used 256-bit encryption software. She encrypted the patient data.,0.6894818544,1.163389802,0.4739079475
312,He felt bound by the mediation agreement. He split the assets equally.,He transferred half to her account. He split the assets equally.,1.342057228,1.734151244,0.3920940161
313,She understood that billing for it would violate insurance rules. She removed the charge.,She deleted line item seven. She removed the charge.,0.1303150207,1.432558179,1.302243158
314,He recognized his duty to comply with the quarantine order. He remained at home.,He worked from his laptop. He remained at home.,1.571622372,1.589105606,0.01748323441
315,She felt obligated by the grant conditions. She used funds only for research.,She kept all receipts organized. She used funds only for research.,1.518070817,1.321039557,-0.1970312595
316,He understood that campaigning there would violate election law. He moved away from the polling place.,He walked to the parking lot. He moved away from the polling place.,1.430695295,1.862186074,0.4314907789
317,She recognized her responsibility under the mortgage terms. She maintained property insurance.,She paid premiums quarterly. She maintained property insurance.,1.637114048,1.51739049,-0.1197235584
318,He felt bound by the witness protection protocols. He avoided his hometown.,He settled in another state. He avoided his hometown.,1.685376167,1.407466412,-0.2779097557
319,She understood that discussing it would breach the gag order. She declined media interviews.,She turned off her phone. She declined media interviews.,1.193177223,1.538950324,0.3457731009
320,He recognized his obligation to follow laboratory protocols. He disposed of chemicals properly.,He used the designated containers. He disposed of chemicals properly.,0.9899362326,1.570430875,0.5804946423
321,She felt constrained by the licensing restrictions. She supervised only permitted activities.,She reviewed the activity list. She supervised only permitted activities.,0.9221487641,1.982231379,1.060082614
322,He understood that trading then would violate insider regulations. He canceled his stock order.,He closed his brokerage app. He canceled his stock order.,1.065170407,1.391216397,0.32604599
323,She recognized her duty to uphold building codes. She required proper permits.,She checked the permit numbers. She required proper permits.,1.443894863,1.370750546,-0.07314431667
324,He felt bound by the plea agreement terms. He testified as promised.,He spoke into the microphone. He testified as promised.,1.651887536,1.61260879,-0.03927874565
325,She understood that releasing it would violate the embargo. She held the press release.,She locked it in her desk. She held the press release.,1.31014514,1.634998322,0.3248531818
326,He recognized his responsibility to follow FDA guidelines. He labeled all ingredients.,He printed labels on white stock. He labeled all ingredients.,1.079672217,1.228375077,0.1487028599
327,She felt obligated by the settlement terms. She removed the online posts.,She clicked delete on each one. She removed the online posts.,0.2133026123,1.419700861,1.206398249
328,He understood that crossing would violate international law. He stopped at the border.,He parked near the checkpoint. He stopped at the border.,0.8262816072,1.374261856,0.5479802489
329,She recognized her duty to maintain professional boundaries. She refused the personal loan request.,She suggested a bank instead. She refused the personal loan request.,1.160732269,1.621189594,0.460457325
330,He felt bound by the copyright agreement. He sought permission before using it.,He sent an email request. He sought permission before using it.,1.061852932,1.534521341,0.4726684093
331,She understood that proceeding would violate the ceasefire. She ordered troops to stand down.,She used the radio frequency. She ordered troops to stand down.,0.8071191907,1.300089836,0.4929706454
332,He recognized his obligation under the treaty. He allowed the inspection.,He unlocked the facility doors. He allowed the inspection.,0.9819074273,1.224209189,0.2423017621
333,She felt constrained by the franchise agreement. She used only approved suppliers.,She placed orders on Tuesdays. She used only approved suppliers.,0.6338905692,1.515856147,0.8819655776
334,He understood that selling it would violate the trust terms. He kept the property intact.,He renewed the maintenance contract. He kept the property intact.,1.54348731,1.682316542,0.1388292313
335,She recognized her responsibility to follow chain of custody rules. She documented each transfer.,She used the standard forms. She documented each transfer.,0.8992784619,1.35981214,0.4605336785
336,He felt bound by the constitutional provisions. He allowed peaceful assembly.,He opened the plaza gates. He allowed peaceful assembly.,1.297785163,1.487621307,0.1898361444
337,She understood that denying access would violate disability law. She installed the ramp.,She hired a contractor. She installed the ramp.,0.8848365545,1.280424356,0.3955878019
338,He recognized his duty to honor the extradition treaty. He transferred the prisoner.,He arranged air transport. He transferred the prisoner.,1.114348531,1.525238514,0.4108899832
339,She felt obligated by the prenuptial agreement. She kept separate accounts.,She used different banks. She kept separate accounts.,0.9597844481,1.368896484,0.4091120362
340,He understood that the practice violated antitrust regulations. He ended the price fixing.,He sent new price sheets. He ended the price fixing.,1.309209347,1.845576644,0.5363672972
341,She recognized her responsibility under maritime law. She rendered assistance to the vessel.,She altered course fifteen degrees. She rendered assistance to the vessel.,1.318323731,1.294628143,-0.02369558811
342,He felt bound by the rules of evidence. He excluded the illegally obtained material.,He removed it from the file. He excluded the illegally obtained material.,1.014860749,1.60054934,0.585688591
343,She understood that continuing would violate the restraining order. She changed her route home.,She took the highway instead. She changed her route home.,1.553849578,1.85503459,0.3011850119
344,He recognized his obligation to follow procurement procedures. He obtained three bids.,He collected them by Friday. He obtained three bids.,1.356972337,1.435590386,0.07861804962
345,She felt constrained by the conflict of interest policy. She abstained from the vote.,She remained seated silently. She abstained from the vote.,1.754015684,1.703574538,-0.0504411459
346,He understood that the disclosure was required by law. He revealed his criminal record.,He attached the court documents. He revealed his criminal record.,1.46566844,1.996193409,0.5305249691
347,She recognized her duty under the Good Samaritan law. She stopped to provide aid.,She pulled over immediately. She stopped to provide aid.,1.439657807,1.197636127,-0.2420216799
348,He felt bound by the data protection regulations. He anonymized user information.,He ran the scrubbing algorithm. He anonymized user information.,1.181689858,1.17850399,-0.003185868263
349,She understood that omitting it would violate disclosure rules. She listed all side effects.,She included twenty-three items. She listed all side effects.,0.9516028166,1.502401948,0.5507991314
350,He recognized his responsibility to follow waste disposal laws. He hired licensed haulers.,He scheduled Thursday pickup. He hired licensed haulers.,0.8854570389,1.146086216,0.2606291771
351,She felt obligated by the joint custody order. She shared school decisions.,She called him Tuesday evening. She shared school decisions.,1.530944467,1.468082666,-0.06286180019
352,He understood that the practice violated labor laws. He paid overtime wages.,He calculated time and a half. He paid overtime wages.,1.691836119,1.80109489,0.1092587709
353,She recognized her duty to report abuse. She contacted child services.,She dialed the hotline number. She contacted child services.,0.7682657838,1.002576232,0.2343104482
354,He felt bound by the professional standards board. He completed continuing education credits.,He attended weekend seminars. He completed continuing education credits.,0.8410315514,1.451955676,0.6109241247
355,She understood that flying it would violate airspace restrictions. She grounded the drone.,She packed it in its case. She grounded the drone.,1.431277633,1.756017685,0.3247400522
356,He recognized his obligation under the loan agreement. He made monthly payments.,He set up automatic transfers. He made monthly payments.,1.201268792,1.534938574,0.3336697817
357,She felt constrained by the import regulations. She declared all goods.,She filled out the customs form. She declared all goods.,1.421506643,1.638679504,0.2171728611
358,He understood that the action would violate sanctions. He canceled the transaction.,He voided the invoice. He canceled the transaction.,1.107364058,1.516552448,0.4091883898
359,She recognized her responsibility to follow accreditation standards. She maintained proper ratios.,She counted staff each shift. She maintained proper ratios.,1.607766271,1.490033627,-0.1177326441
360,He felt bound by the collective bargaining agreement. He honored the wage scale.,He updated the payroll system. He honored the wage scale.,0.9908209443,1.44729054,0.4564695954
361,She understood that withholding it would violate discovery rules. She produced the email records.,She printed five hundred pages. She produced the email records.,1.24230814,1.74635303,0.5040448904
362,He recognized his duty to comply with the audit. He provided all receipts.,He sorted them by date. He provided all receipts.,1.193599105,1.422578812,0.2289797068
363,She felt obligated by the service level agreement. She maintained 99% uptime.,She monitored server performance. She maintained 99% uptime.,0.7667554617,1.125018835,0.3582633734
364,He understood that ignoring it would violate reporting laws. He filed the suspicious activity report.,He submitted it electronically. He filed the suspicious activity report.,1.041585684,1.436586976,0.3950012922
365,She recognized her responsibility under the consent decree. She implemented the reforms.,She revised the procedures manual. She implemented the reforms.,1.16384244,1.348554254,0.1847118139
366,He felt bound by the international convention. He treated prisoners according to standards.,He provided three meals daily. He treated prisoners according to standards.,1.758917451,1.507913828,-0.251003623
367,She understood that proceeding would violate the moratorium. She suspended the evictions.,She notified tenants by mail. She suspended the evictions.,1.154919505,1.431031942,0.2761124372
368,He recognized his obligation to follow trading hours. He closed positions before market close.,He submitted orders at 3:55. He closed positions before market close.,0.6495422125,1.550159216,0.9006170034
369,She felt constrained by the broadcasting standards. She edited out profanity.,She used the bleep sound. She edited out profanity.,0.7858657837,1.688066125,0.9022003412
370,He understood that denying it would violate equal protection laws. He processed the application.,He stamped it approved. He processed the application.,1.144004941,1.960525036,0.8165200949
371,She recognized her duty to maintain attorney work product privilege. She secured the trial notes.,She used a combination lock. She secured the trial notes.,1.012899995,1.148897409,0.1359974146
372,He felt bound by the neighborhood covenants. He painted in approved colors.,He chose beige trim. He painted in approved colors.,0.8523924947,1.428907871,0.5765153766
373,She understood that the practice violated fair housing laws. She removed discriminatory language.,She revised the advertisement text. She removed discriminatory language.,1.188027024,1.641037226,0.4530102015
374,He recognized his responsibility to follow truth in advertising rules. He corrected the misleading claim.,He updated the website copy. He corrected the misleading claim.,0.5381444693,1.394589424,0.8564449549
375,She felt obligated by professional licensing requirements. She displayed her credentials.,She hung them on the wall. She displayed her credentials.,1.405734539,1.609354973,0.2036204338
376,He understood that proceeding would violate the protective order. He avoided the school zone.,He drove around the area. He avoided the school zone.,1.304529786,1.451123476,0.1465936899
